"Id_Notificacion","Id_Administrador","Tipo_Evento","Fecha_Hora_Notificacion","Estado_Notificacion","Mensaje_Notificacion","Prioridad","Id_Sesion","Id_autenticacion"
"814","4","Intento de Hackeo","2024-11-26 00:00:13","Enviada","Intento de Hackeo detectado desde Pisco, Peru","Alta","577","152"
"815","1","Reintento de Autenticación","2023-05-27 20:04:56","Leída","Reintento de Autenticación detectado desde Puerto Maldonado, Peru","Baja","562","130"
"816","3","Sesión Expirada","2023-05-03 18:50:31","En Proceso","Sesión Expirada detectado desde Cajamarca, Peru","Alta","129","512"
"817","3","Acceso Bloqueado","2023-07-03 03:50:03","Investigando","Acceso Bloqueado detectado desde Moquegua, Peru","Alta","905","348"
"818","4","Recuperación de Contraseña","2023-01-02 09:45:14","Resuelta","Recuperación de Contraseña detectado desde Huancayo, Peru","Alta","460","479"
"819","4","Fallo de Autenticación","2024-05-30 22:14:46","Investigando","Fallo de Autenticación detectado desde Moquegua, Peru","Media","924","625"
"820","1","Sesión Expirada","2024-08-01 14:32:57","En Proceso","Sesión Expirada detectado desde Pucallpa, Peru","Alta","827","777"
"821","4","Acceso Bloqueado","2023-01-06 23:40:54","En Proceso","Acceso Bloqueado detectado desde Cusco, Peru","Media","430","590"
"822","3","Cambio de Contraseña","2023-08-13 06:26:14","Investigando","Cambio de Contraseña detectado desde Cajamarca, Peru","Alta","228","149"
"823","3","Acceso Permitido","2024-04-01 02:02:39","Pendiente","Acceso Permitido detectado desde Tarapoto, Peru","Media","203","314"
"824","4","Sesión Expirada","2024-01-03 18:23:14","En Proceso","Sesión Expirada detectado desde Moquegua, Peru","Media","191","862"
"825","4","Fallo de Autenticación","2024-09-24 12:58:02","Investigando","Fallo de Autenticación detectado desde Sullana, Peru","Baja","256","24"
"826","4","Inicio de Sesión No Reconocido","2023-11-30 07:25:25","En Proceso","Inicio de Sesión No Reconocido detectado desde Moquegua, Peru","Media","310","914"
"827","3","Fallo de Autenticación","2024-08-18 17:41:49","Investigando","Fallo de Autenticación detectado desde Iquitos, Peru","Baja","183","939"
"828","1","Intento de Hackeo","2023-12-13 20:13:08","Resuelta","Intento de Hackeo detectado desde Chiclayo, Peru","Baja","184","82"
"829","2","Recuperación de Contraseña","2024-02-24 22:42:51","Enviada","Recuperación de Contraseña detectado desde Cajamarca, Peru","Baja","742","707"
"830","2","Fallo de Autenticación","2024-03-07 23:04:50","Resuelta","Fallo de Autenticación detectado desde Trujillo, Peru","Baja","498","858"
"831","2","Intento de Hackeo","2024-01-26 07:28:51","Resuelta","Intento de Hackeo detectado desde Huaraz, Peru","Alta","460","701"
"832","2","Inicio de Sesión No Reconocido","2023-01-15 12:26:11","Enviada","Inicio de Sesión No Reconocido detectado desde Trujillo, Peru","Baja","202","269"
"833","2","Inicio de Sesión No Reconocido","2023-01-04 02:16:09","Pendiente","Inicio de Sesión No Reconocido detectado desde Sullana, Peru","Baja","629","943"
"834","5","Sesión Expirada","2023-06-12 04:15:36","Enviada","Sesión Expirada detectado desde Trujillo, Peru","Baja","94","88"
"835","3","Inicio de Sesión No Reconocido","2023-11-23 16:36:45","En Proceso","Inicio de Sesión No Reconocido detectado desde Iquitos, Peru","Alta","78","27"
"836","1","Intento de Hackeo","2024-09-20 02:38:16","Leída","Intento de Hackeo detectado desde Tarapoto, Peru","Baja","474","165"
"837","4","Acceso Permitido","2024-05-01 19:46:40","Enviada","Acceso Permitido detectado desde Arequipa, Peru","Media","412","758"
"838","3","Cambio de Contraseña","2024-02-19 12:12:13","Investigando","Cambio de Contraseña detectado desde Cajamarca, Peru","Media","27","591"
"839","1","Inicio de Sesión No Reconocido","2024-03-07 15:48:26","Enviada","Inicio de Sesión No Reconocido detectado desde Tumbes, Peru","Baja","711","542"
"840","2","Acceso Permitido","2024-05-09 01:31:17","Leída","Acceso Permitido detectado desde Huancayo, Peru","Baja","644","221"
"841","2","Fallo de Autenticación","2024-02-20 12:16:35","Leída","Fallo de Autenticación detectado desde Cajamarca, Peru","Baja","206","762"
"842","4","Reintento de Autenticación","2023-01-04 03:53:47","Enviada","Reintento de Autenticación detectado desde Sullana, Peru","Baja","670","884"
"843","4","Cambio de Contraseña","2023-08-03 10:41:17","Enviada","Cambio de Contraseña detectado desde Huancayo, Peru","Alta","821","745"
"844","2","Reintento de Autenticación","2024-08-13 01:19:36","Enviada","Reintento de Autenticación detectado desde Cajamarca, Peru","Baja","686","410"
"845","2","Sesión Sospechosa","2024-09-19 13:49:11","Leída","Sesión Sospechosa detectado desde Piura, Peru","Media","303","441"
"846","4","Cambio de Contraseña","2024-09-03 20:59:36","Investigando","Cambio de Contraseña detectado desde Trujillo, Peru","Media","20","724"
"847","1","Intento de Hackeo","2023-01-31 11:23:32","Investigando","Intento de Hackeo detectado desde Cajamarca, Peru","Media","331","159"
"848","3","Fallo de Autenticación","2024-12-16 00:56:03","Resuelta","Fallo de Autenticación detectado desde Cajamarca, Peru","Media","661","421"
"849","5","Intento de Hackeo","2023-10-04 12:13:13","Pendiente","Intento de Hackeo detectado desde Piura, Peru","Alta","109","676"
"850","3","Sesión Sospechosa","2024-03-24 23:27:57","Leída","Sesión Sospechosa detectado desde Piura, Peru","Media","738","268"
"851","5","Sesión Sospechosa","2024-11-19 15:34:58","Resuelta","Sesión Sospechosa detectado desde Sullana, Peru","Alta","305","658"
"852","5","Acceso Permitido","2024-10-17 05:38:40","Resuelta","Acceso Permitido detectado desde Tarapoto, Peru","Baja","795","787"
"853","5","Sesión Expirada","2023-06-10 13:38:58","Enviada","Sesión Expirada detectado desde Cusco, Peru","Alta","614","274"
"854","4","Fallo de Autenticación","2023-01-27 03:08:21","En Proceso","Fallo de Autenticación detectado desde Ayacucho, Peru","Baja","244","447"
"855","2","Recuperación de Contraseña","2023-01-26 18:29:56","Investigando","Recuperación de Contraseña detectado desde Moquegua, Peru","Media","782","307"
"856","4","Acceso Permitido","2024-09-21 23:46:22","Resuelta","Acceso Permitido detectado desde Piura, Peru","Alta","494","401"
"857","1","Acceso Bloqueado","2023-04-09 07:41:04","Investigando","Acceso Bloqueado detectado desde Huancayo, Peru","Baja","872","645"
"858","3","Recuperación de Contraseña","2023-06-09 17:33:53","Investigando","Recuperación de Contraseña detectado desde Chiclayo, Peru","Alta","90","76"
"859","5","Recuperación de Contraseña","2024-11-04 06:47:41","En Proceso","Recuperación de Contraseña detectado desde Tacna, Peru","Baja","118","349"
"860","4","Inicio de Sesión No Reconocido","2024-02-18 02:36:37","Pendiente","Inicio de Sesión No Reconocido detectado desde Lima, Peru","Baja","978","496"
"861","2","Cambio de Contraseña","2024-04-13 05:39:28","Investigando","Cambio de Contraseña detectado desde Piura, Peru","Alta","112","442"
"862","5","Intento de Hackeo","2023-07-03 21:37:34","Leída","Intento de Hackeo detectado desde Cajamarca, Peru","Media","406","779"
"863","5","Sesión Sospechosa","2023-10-12 16:33:21","Investigando","Sesión Sospechosa detectado desde Tarapoto, Peru","Media","996","543"
"864","2","Recuperación de Contraseña","2023-04-02 12:21:00","Pendiente","Recuperación de Contraseña detectado desde Cajamarca, Peru","Alta","313","484"
"865","2","Fallo de Autenticación","2024-03-12 18:26:33","Pendiente","Fallo de Autenticación detectado desde Pucallpa, Peru","Baja","868","709"
"866","5","Reintento de Autenticación","2024-03-02 13:58:36","Leída","Reintento de Autenticación detectado desde Tumbes, Peru","Media","67","949"
"867","4","Sesión Sospechosa","2024-09-16 18:53:54","Resuelta","Sesión Sospechosa detectado desde Ayacucho, Peru","Baja","806","560"
"868","1","Cambio de Contraseña","2023-10-22 02:47:12","En Proceso","Cambio de Contraseña detectado desde Piura, Peru","Media","696","631"
"869","3","Acceso Permitido","2023-01-02 05:44:13","Enviada","Acceso Permitido detectado desde Pucallpa, Peru","Baja","590","955"
"870","5","Sesión Expirada","2024-10-26 05:18:09","Leída","Sesión Expirada detectado desde Pucallpa, Peru","Media","779","826"
"871","5","Sesión Expirada","2023-02-27 20:14:09","Resuelta","Sesión Expirada detectado desde Arequipa, Peru","Alta","313","686"
"872","4","Reintento de Autenticación","2024-07-06 06:36:21","En Proceso","Reintento de Autenticación detectado desde Tacna, Peru","Alta","340","266"
"873","4","Intento de Hackeo","2024-07-11 19:40:19","Resuelta","Intento de Hackeo detectado desde Tarapoto, Peru","Alta","986","465"
"874","2","Inicio de Sesión No Reconocido","2023-10-29 04:31:30","En Proceso","Inicio de Sesión No Reconocido detectado desde Trujillo, Peru","Media","755","106"
"875","5","Acceso Bloqueado","2024-06-11 21:44:03","En Proceso","Acceso Bloqueado detectado desde Tacna, Peru","Alta","630","74"
"876","1","Acceso Permitido","2024-01-20 03:19:08","Enviada","Acceso Permitido detectado desde Arequipa, Peru","Media","871","37"
"877","3","Fallo de Autenticación","2024-04-07 03:55:05","En Proceso","Fallo de Autenticación detectado desde Pisco, Peru","Alta","525","516"
"878","1","Fallo de Autenticación","2024-06-30 12:52:15","Resuelta","Fallo de Autenticación detectado desde Sullana, Peru","Baja","53","191"
"879","1","Acceso Permitido","2023-01-30 14:44:27","Pendiente","Acceso Permitido detectado desde Lima, Peru","Media","490","837"
"880","3","Fallo de Autenticación","2023-07-27 20:27:10","En Proceso","Fallo de Autenticación detectado desde Juliaca, Peru","Alta","411","493"
"881","4","Acceso Permitido","2023-01-30 14:53:02","Enviada","Acceso Permitido detectado desde Ayacucho, Peru","Media","991","809"
"882","1","Recuperación de Contraseña","2023-02-06 13:40:38","Resuelta","Recuperación de Contraseña detectado desde Tarapoto, Peru","Alta","446","946"
"883","1","Fallo de Autenticación","2024-10-15 21:17:08","Leída","Fallo de Autenticación detectado desde Lima, Peru","Alta","500","577"
"884","5","Inicio de Sesión No Reconocido","2023-04-12 02:58:11","Enviada","Inicio de Sesión No Reconocido detectado desde Huaraz, Peru","Media","213","45"
"885","5","Acceso Permitido","2023-01-03 19:44:14","Pendiente","Acceso Permitido detectado desde Lima, Peru","Media","728","449"
"886","1","Acceso Permitido","2024-04-30 09:54:02","Pendiente","Acceso Permitido detectado desde Sullana, Peru","Alta","275","234"
"887","2","Sesión Sospechosa","2023-09-22 11:25:07","En Proceso","Sesión Sospechosa detectado desde Puerto Maldonado, Peru","Alta","349","739"
"888","1","Reintento de Autenticación","2024-02-22 07:50:15","Investigando","Reintento de Autenticación detectado desde Pucallpa, Peru","Alta","268","771"
"889","1","Sesión Expirada","2023-09-17 02:25:14","Leída","Sesión Expirada detectado desde Chiclayo, Peru","Media","713","702"
"890","2","Sesión Expirada","2024-03-22 23:05:58","Pendiente","Sesión Expirada detectado desde Cajamarca, Peru","Baja","694","368"
"891","4","Sesión Sospechosa","2023-09-11 04:54:02","Resuelta","Sesión Sospechosa detectado desde Ayacucho, Peru","Baja","14","846"
"892","5","Acceso Bloqueado","2023-05-23 07:51:53","Enviada","Acceso Bloqueado detectado desde Sullana, Peru","Baja","863","829"
"893","2","Sesión Expirada","2023-02-20 11:21:45","Pendiente","Sesión Expirada detectado desde Iquitos, Peru","Alta","863","544"
"894","3","Intento de Hackeo","2024-04-10 16:21:57","En Proceso","Intento de Hackeo detectado desde Cusco, Peru","Media","616","10"
"895","4","Inicio de Sesión No Reconocido","2023-08-17 10:25:42","En Proceso","Inicio de Sesión No Reconocido detectado desde Juliaca, Peru","Alta","936","636"
"896","5","Cambio de Contraseña","2024-02-26 14:39:19","Investigando","Cambio de Contraseña detectado desde Sullana, Peru","Baja","103","479"
"897","1","Acceso Permitido","2023-08-04 00:23:32","En Proceso","Acceso Permitido detectado desde Moquegua, Peru","Baja","994","261"
"898","3","Acceso Permitido","2023-09-07 22:27:37","Investigando","Acceso Permitido detectado desde Arequipa, Peru","Media","967","137"
"899","4","Inicio de Sesión No Reconocido","2023-11-19 18:46:07","Enviada","Inicio de Sesión No Reconocido detectado desde Chiclayo, Peru","Alta","650","511"
"900","1","Inicio de Sesión No Reconocido","2023-01-02 14:05:34","Leída","Inicio de Sesión No Reconocido detectado desde Huaraz, Peru","Baja","350","504"
"901","2","Acceso Permitido","2023-11-28 02:52:38","Pendiente","Acceso Permitido detectado desde Pisco, Peru","Alta","162","637"
"902","3","Acceso Bloqueado","2023-11-17 04:51:08","Enviada","Acceso Bloqueado detectado desde Arequipa, Peru","Media","464","895"
"903","4","Fallo de Autenticación","2023-07-17 06:09:41","Investigando","Fallo de Autenticación detectado desde Pisco, Peru","Baja","432","711"
"904","5","Sesión Sospechosa","2024-11-29 23:45:48","Pendiente","Sesión Sospechosa detectado desde Lima, Peru","Baja","696","851"
"905","5","Reintento de Autenticación","2024-04-13 17:04:01","Enviada","Reintento de Autenticación detectado desde Huaraz, Peru","Alta","375","43"
"906","4","Acceso Bloqueado","2023-07-22 01:55:29","Pendiente","Acceso Bloqueado detectado desde Cajamarca, Peru","Alta","439","861"
"907","3","Sesión Sospechosa","2023-02-06 07:53:15","Pendiente","Sesión Sospechosa detectado desde Cusco, Peru","Media","845","40"
"908","2","Intento de Hackeo","2024-02-29 11:18:18","Investigando","Intento de Hackeo detectado desde Trujillo, Peru","Media","200","94"
"909","4","Sesión Sospechosa","2023-03-07 21:42:18","Investigando","Sesión Sospechosa detectado desde Ayacucho, Peru","Baja","788","449"
"910","4","Acceso Bloqueado","2023-01-14 21:10:22","En Proceso","Acceso Bloqueado detectado desde Chiclayo, Peru","Baja","371","309"
"911","1","Inicio de Sesión No Reconocido","2023-10-02 07:12:18","En Proceso","Inicio de Sesión No Reconocido detectado desde Pisco, Peru","Media","524","231"
"912","2","Acceso Permitido","2023-01-08 03:16:49","Investigando","Acceso Permitido detectado desde Cusco, Peru","Baja","778","109"
"913","4","Sesión Expirada","2024-04-14 08:41:02","Pendiente","Sesión Expirada detectado desde Pucallpa, Peru","Alta","684","545"
"914","4","Sesión Sospechosa","2023-08-12 07:50:18","Investigando","Sesión Sospechosa detectado desde Sullana, Peru","Alta","485","335"
"915","2","Reintento de Autenticación","2024-12-24 03:28:03","En Proceso","Reintento de Autenticación detectado desde Iquitos, Peru","Baja","668","582"
"916","5","Sesión Expirada","2023-02-22 15:59:37","Pendiente","Sesión Expirada detectado desde Cajamarca, Peru","Media","887","156"
"917","4","Acceso Bloqueado","2024-03-19 09:56:06","Leída","Acceso Bloqueado detectado desde Arequipa, Peru","Media","608","895"
"918","2","Sesión Expirada","2024-01-12 07:46:45","Leída","Sesión Expirada detectado desde Tacna, Peru","Baja","992","352"
"919","5","Acceso Permitido","2023-01-09 11:22:20","Leída","Acceso Permitido detectado desde Moquegua, Peru","Media","685","343"
"920","3","Recuperación de Contraseña","2023-10-24 19:45:24","Enviada","Recuperación de Contraseña detectado desde Cajamarca, Peru","Media","510","112"
"921","3","Recuperación de Contraseña","2024-11-30 00:23:12","Investigando","Recuperación de Contraseña detectado desde Huaraz, Peru","Alta","963","537"
"922","3","Acceso Permitido","2024-06-21 10:52:40","Leída","Acceso Permitido detectado desde Piura, Peru","Baja","576","716"
"923","2","Sesión Expirada","2024-01-06 15:50:52","En Proceso","Sesión Expirada detectado desde Tarapoto, Peru","Alta","302","930"
"924","1","Sesión Sospechosa","2024-07-22 09:37:00","Enviada","Sesión Sospechosa detectado desde Cusco, Peru","Baja","491","29"
"925","4","Sesión Sospechosa","2024-07-19 08:03:23","En Proceso","Sesión Sospechosa detectado desde Ayacucho, Peru","Baja","305","578"
"926","5","Cambio de Contraseña","2024-10-23 03:41:17","En Proceso","Cambio de Contraseña detectado desde Juliaca, Peru","Alta","419","649"
"927","3","Recuperación de Contraseña","2023-02-11 02:19:44","Pendiente","Recuperación de Contraseña detectado desde Tacna, Peru","Media","597","529"
"928","4","Cambio de Contraseña","2024-09-14 04:41:01","En Proceso","Cambio de Contraseña detectado desde Tarapoto, Peru","Baja","735","932"
"929","4","Sesión Sospechosa","2024-12-26 17:18:21","En Proceso","Sesión Sospechosa detectado desde Huaraz, Peru","Baja","628","675"
"930","1","Recuperación de Contraseña","2023-04-16 01:32:35","Pendiente","Recuperación de Contraseña detectado desde Puerto Maldonado, Peru","Media","216","142"
"931","5","Fallo de Autenticación","2024-04-03 04:39:54","Pendiente","Fallo de Autenticación detectado desde Puerto Maldonado, Peru","Baja","312","902"
"932","3","Fallo de Autenticación","2023-01-22 02:58:55","Pendiente","Fallo de Autenticación detectado desde Puerto Maldonado, Peru","Alta","697","936"
"933","4","Inicio de Sesión No Reconocido","2024-01-22 23:28:54","Resuelta","Inicio de Sesión No Reconocido detectado desde Juliaca, Peru","Baja","750","189"
"934","5","Cambio de Contraseña","2023-04-15 12:54:09","Enviada","Cambio de Contraseña detectado desde Cajamarca, Peru","Alta","872","32"
"935","5","Sesión Expirada","2023-06-03 10:08:47","Investigando","Sesión Expirada detectado desde Tumbes, Peru","Alta","958","439"
"936","3","Cambio de Contraseña","2023-03-30 03:39:44","Resuelta","Cambio de Contraseña detectado desde Huancayo, Peru","Alta","343","98"
"937","2","Sesión Sospechosa","2024-12-22 23:22:51","Resuelta","Sesión Sospechosa detectado desde Tacna, Peru","Media","541","682"
"938","2","Recuperación de Contraseña","2023-09-17 02:00:16","Leída","Recuperación de Contraseña detectado desde Moquegua, Peru","Alta","158","608"
"939","2","Sesión Sospechosa","2023-07-03 04:07:17","Investigando","Sesión Sospechosa detectado desde Tumbes, Peru","Alta","724","704"
"940","1","Fallo de Autenticación","2023-03-16 00:52:01","Enviada","Fallo de Autenticación detectado desde Tumbes, Peru","Alta","556","77"
"941","5","Sesión Expirada","2023-03-02 10:47:42","Pendiente","Sesión Expirada detectado desde Cusco, Peru","Baja","631","118"
"942","1","Acceso Bloqueado","2024-05-13 23:49:01","Leída","Acceso Bloqueado detectado desde Moquegua, Peru","Baja","538","257"
"943","2","Inicio de Sesión No Reconocido","2024-09-24 06:36:45","En Proceso","Inicio de Sesión No Reconocido detectado desde Juliaca, Peru","Alta","370","388"
"944","2","Sesión Sospechosa","2023-08-07 14:46:41","Leída","Sesión Sospechosa detectado desde Lima, Peru","Baja","338","758"
"945","4","Reintento de Autenticación","2024-03-15 17:03:02","En Proceso","Reintento de Autenticación detectado desde Huancayo, Peru","Alta","820","604"
"946","2","Inicio de Sesión No Reconocido","2023-07-25 11:46:49","Enviada","Inicio de Sesión No Reconocido detectado desde Moquegua, Peru","Alta","470","941"
"947","1","Reintento de Autenticación","2023-12-27 14:30:21","Enviada","Reintento de Autenticación detectado desde Cajamarca, Peru","Baja","67","666"
"948","4","Recuperación de Contraseña","2024-11-22 14:11:54","En Proceso","Recuperación de Contraseña detectado desde Cusco, Peru","Alta","348","826"
"949","2","Fallo de Autenticación","2023-03-11 17:40:34","Pendiente","Fallo de Autenticación detectado desde Cusco, Peru","Media","612","367"
"950","3","Intento de Hackeo","2024-08-04 23:52:24","Enviada","Intento de Hackeo detectado desde Trujillo, Peru","Alta","784","681"
"951","2","Sesión Expirada","2024-07-05 00:58:17","Leída","Sesión Expirada detectado desde Tacna, Peru","Media","767","409"
"952","1","Fallo de Autenticación","2024-01-04 23:34:40","Pendiente","Fallo de Autenticación detectado desde Huancayo, Peru","Media","458","394"
"953","4","Recuperación de Contraseña","2023-10-28 16:08:57","En Proceso","Recuperación de Contraseña detectado desde Iquitos, Peru","Media","91","348"
"954","5","Sesión Sospechosa","2023-08-19 16:01:52","En Proceso","Sesión Sospechosa detectado desde Chiclayo, Peru","Baja","435","665"
"955","4","Acceso Permitido","2024-06-07 00:37:21","Leída","Acceso Permitido detectado desde Lima, Peru","Media","645","863"
"956","4","Cambio de Contraseña","2023-11-26 10:35:54","Investigando","Cambio de Contraseña detectado desde Piura, Peru","Baja","832","839"
"957","2","Cambio de Contraseña","2023-02-05 00:44:20","Pendiente","Cambio de Contraseña detectado desde Huancayo, Peru","Media","887","346"
"958","5","Sesión Expirada","2023-11-12 19:25:39","Enviada","Sesión Expirada detectado desde Moquegua, Peru","Media","589","156"
"959","5","Cambio de Contraseña","2024-05-04 22:29:33","Enviada","Cambio de Contraseña detectado desde Trujillo, Peru","Alta","86","384"
"960","2","Recuperación de Contraseña","2024-11-29 06:15:01","Investigando","Recuperación de Contraseña detectado desde Juliaca, Peru","Baja","658","789"
"961","5","Sesión Sospechosa","2023-10-14 10:04:52","Investigando","Sesión Sospechosa detectado desde Tumbes, Peru","Media","913","216"
"962","4","Intento de Hackeo","2024-08-26 21:37:20","Enviada","Intento de Hackeo detectado desde Piura, Peru","Media","874","336"
"963","1","Fallo de Autenticación","2023-07-29 05:20:20","Leída","Fallo de Autenticación detectado desde Moquegua, Peru","Baja","603","95"
"964","2","Acceso Permitido","2024-01-13 16:20:01","Leída","Acceso Permitido detectado desde Chiclayo, Peru","Alta","638","77"
"965","2","Reintento de Autenticación","2023-03-23 11:06:01","Resuelta","Reintento de Autenticación detectado desde Piura, Peru","Baja","584","706"
"966","1","Acceso Permitido","2023-12-01 01:27:04","Leída","Acceso Permitido detectado desde Iquitos, Peru","Alta","319","145"
"967","3","Cambio de Contraseña","2024-04-05 20:12:43","Investigando","Cambio de Contraseña detectado desde Juliaca, Peru","Alta","476","972"
"968","2","Intento de Hackeo","2024-04-06 01:07:11","Leída","Intento de Hackeo detectado desde Ayacucho, Peru","Baja","485","906"
"969","3","Sesión Sospechosa","2023-01-04 01:11:38","En Proceso","Sesión Sospechosa detectado desde Juliaca, Peru","Alta","115","971"
"970","4","Intento de Hackeo","2023-09-08 12:13:08","Leída","Intento de Hackeo detectado desde Huancayo, Peru","Alta","613","769"
"971","3","Acceso Permitido","2024-12-12 21:49:28","Resuelta","Acceso Permitido detectado desde Huancayo, Peru","Media","59","609"
"972","5","Recuperación de Contraseña","2024-09-28 11:59:11","En Proceso","Recuperación de Contraseña detectado desde Juliaca, Peru","Media","152","659"
"973","2","Sesión Sospechosa","2024-11-03 22:26:16","Leída","Sesión Sospechosa detectado desde Juliaca, Peru","Baja","698","205"
"974","5","Reintento de Autenticación","2024-10-30 08:42:53","Enviada","Reintento de Autenticación detectado desde Arequipa, Peru","Media","385","277"
"975","5","Inicio de Sesión No Reconocido","2024-02-08 10:29:46","Pendiente","Inicio de Sesión No Reconocido detectado desde Puerto Maldonado, Peru","Alta","329","178"
"976","2","Inicio de Sesión No Reconocido","2023-12-14 15:44:13","Pendiente","Inicio de Sesión No Reconocido detectado desde Chiclayo, Peru","Alta","484","353"
"977","2","Sesión Expirada","2024-06-10 22:25:18","Leída","Sesión Expirada detectado desde Cajamarca, Peru","Alta","857","428"
"978","2","Intento de Hackeo","2024-08-29 09:21:18","En Proceso","Intento de Hackeo detectado desde Piura, Peru","Media","121","527"
"979","4","Sesión Sospechosa","2024-01-07 02:27:29","Pendiente","Sesión Sospechosa detectado desde Pisco, Peru","Media","363","261"
"980","5","Reintento de Autenticación","2024-09-25 06:23:53","En Proceso","Reintento de Autenticación detectado desde Ayacucho, Peru","Baja","387","622"
"981","4","Acceso Bloqueado","2023-04-28 19:42:39","Enviada","Acceso Bloqueado detectado desde Sullana, Peru","Media","667","401"
"982","2","Inicio de Sesión No Reconocido","2024-05-26 20:37:52","Enviada","Inicio de Sesión No Reconocido detectado desde Pucallpa, Peru","Alta","1","885"
"983","1","Acceso Bloqueado","2024-08-30 22:11:33","Leída","Acceso Bloqueado detectado desde Cajamarca, Peru","Baja","358","220"
"984","2","Inicio de Sesión No Reconocido","2023-11-18 08:29:39","Resuelta","Inicio de Sesión No Reconocido detectado desde Cajamarca, Peru","Media","195","68"
"985","3","Acceso Permitido","2024-10-28 17:39:08","Leída","Acceso Permitido detectado desde Tacna, Peru","Alta","287","797"
"986","3","Fallo de Autenticación","2024-01-05 23:31:44","En Proceso","Fallo de Autenticación detectado desde Pucallpa, Peru","Baja","652","762"
"987","3","Acceso Permitido","2024-12-23 01:02:20","En Proceso","Acceso Permitido detectado desde Chiclayo, Peru","Media","792","135"
"988","5","Inicio de Sesión No Reconocido","2024-12-12 23:48:37","Investigando","Inicio de Sesión No Reconocido detectado desde Sullana, Peru","Alta","670","609"
"989","2","Sesión Expirada","2024-01-03 20:55:55","Enviada","Sesión Expirada detectado desde Pucallpa, Peru","Alta","481","705"
"990","2","Cambio de Contraseña","2023-06-21 02:08:15","Leída","Cambio de Contraseña detectado desde Cusco, Peru","Media","332","402"
"991","3","Fallo de Autenticación","2024-05-21 11:49:56","Leída","Fallo de Autenticación detectado desde Pucallpa, Peru","Media","798","118"
"992","1","Acceso Bloqueado","2023-03-02 22:14:29","Enviada","Acceso Bloqueado detectado desde Pucallpa, Peru","Media","182","346"
"993","2","Recuperación de Contraseña","2024-12-24 09:26:14","Resuelta","Recuperación de Contraseña detectado desde Cajamarca, Peru","Baja","792","334"
"994","5","Recuperación de Contraseña","2024-08-28 14:46:14","Leída","Recuperación de Contraseña detectado desde Huancayo, Peru","Baja","987","521"
"995","5","Recuperación de Contraseña","2023-04-06 22:55:48","En Proceso","Recuperación de Contraseña detectado desde Tarapoto, Peru","Alta","724","502"
"996","5","Sesión Expirada","2023-04-12 11:11:39","Pendiente","Sesión Expirada detectado desde Pucallpa, Peru","Baja","597","772"
"997","1","Intento de Hackeo","2023-01-20 23:02:05","Leída","Intento de Hackeo detectado desde Pisco, Peru","Baja","738","677"
"998","5","Intento de Hackeo","2024-09-08 10:25:31","Leída","Intento de Hackeo detectado desde Arequipa, Peru","Baja","235","921"
"999","4","Fallo de Autenticación","2023-05-30 23:37:09","Leída","Fallo de Autenticación detectado desde Moquegua, Peru","Baja","804","473"
"1000","5","Sesión Sospechosa","2023-03-24 07:07:33","En Proceso","Sesión Sospechosa detectado desde Trujillo, Peru","Alta","910","332"
