Id_Sesion,Id_autenticacion,Estado_sesion,Direccion_mac,Tipo_Dispositivo,Fecha_Hora_sospecha,Direccion_ip,Ubicacion,Acciones_tomadas
891,891,1,E2:6C:4A:32:39:F0,PC,2024-01-01 16:34:54,192.168.0.131,Ubicacion_50,Accion_3
892,892,1,21:18:EB:E2:52:21,PC,2024-01-01 00:03:44,192.168.0.103,Ubicacion_46,Accion_5
893,893,2,6B:3A:92:39:68:19,Smartphone,2024-01-01 03:23:14,192.168.0.181,Ubicacion_41,Accion_2
894,894,1,41:41:31:5B:81:71,Tablet,2024-01-01 19:35:31,192.168.0.105,Ubicacion_15,Accion_3
895,895,3,19:89:B6:70:06:5F,PC,2024-01-01 07:11:31,192.168.0.157,Ubicacion_28,Accion_5
896,896,2,C5:33:46:7E:23:FB,PC,2024-01-01 00:43:47,192.168.0.210,Ubicacion_35,Accion_2
897,897,2,43:C3:01:94:4D:D5,Tablet,2024-01-01 00:40:21,192.168.0.242,Ubicacion_49,Accion_1
898,898,3,AC:C3:1B:F0:11:E2,Tablet,2024-01-01 21:28:38,192.168.0.132,Ubicacion_39,Accion_1
899,899,1,2F:97:1D:B0:A9:31,PC,2024-01-01 18:14:23,192.168.0.150,Ubicacion_22,Accion_3
900,900,2,6C:7D:5C:5F:84:DB,Smartphone,2024-01-01 11:46:26,192.168.0.73,Ubicacion_17,Accion_3
901,901,1,12:D7:87:03:4C:26,Tablet,2024-01-01 14:21:51,192.168.0.122,Ubicacion_17,Accion_4
902,902,1,FB:F9:20:87:F1:3D,Tablet,2024-01-01 03:58:17,192.168.0.144,Ubicacion_8,Accion_5
903,903,1,ED:0E:4F:54:59:2A,Smartphone,2024-01-01 19:15:39,192.168.0.62,Ubicacion_25,Accion_2
904,904,2,39:8C:9D:54:A7:48,Smartphone,2024-01-01 01:49:39,192.168.0.104,Ubicacion_20,Accion_1
905,905,3,99:1E:AF:35:55:57,PC,2024-01-01 00:46:37,192.168.0.197,Ubicacion_39,Accion_2
906,906,1,91:E2:FF:87:A8:1A,PC,2024-01-01 01:01:31,192.168.0.33,Ubicacion_6,Accion_3
907,907,2,08:EA:F0:13:53:FC,Smartphone,2024-01-01 03:42:34,192.168.0.51,Ubicacion_26,Accion_4
908,908,2,1A:14:90:BD:59:4D,Smartphone,2024-01-01 15:41:50,192.168.0.152,Ubicacion_30,Accion_4
909,909,3,41:02:48:1A:69:FF,PC,2024-01-01 23:54:00,192.168.0.40,Ubicacion_6,Accion_1
910,910,3,6D:6F:EC:C7:CF:DA,Smartphone,2024-01-01 01:29:05,192.168.0.32,Ubicacion_36,Accion_1
911,911,2,D8:61:AA:AB:11:A3,Tablet,2024-01-01 09:27:58,192.168.0.160,Ubicacion_46,Accion_5
912,912,2,D2:15:FD:A4:92:9E,Tablet,2024-01-01 10:52:34,192.168.0.125,Ubicacion_48,Accion_1
913,913,3,9A:77:B3:36:AB:72,PC,2024-01-01 08:13:15,192.168.0.60,Ubicacion_43,Accion_5
914,914,2,0C:48:2A:CA:B8:E2,Smartphone,2024-01-01 10:58:21,192.168.0.135,Ubicacion_37,Accion_2
915,915,2,08:4B:D5:96:B0:B1,Tablet,2024-01-01 12:27:03,192.168.0.175,Ubicacion_38,Accion_4
916,916,1,46:CA:CC:18:7F:09,Smartphone,2024-01-01 09:48:39,192.168.0.77,Ubicacion_16,Accion_1
917,917,3,7F:26:78:EC:46:BA,Smartphone,2024-01-01 23:44:46,192.168.0.215,Ubicacion_28,Accion_4
918,918,2,BE:66:6E:B5:A2:30,PC,2024-01-01 07:25:26,192.168.0.67,Ubicacion_6,Accion_4
919,919,1,94:D4:AC:91:BD:73,PC,2024-01-01 18:24:49,192.168.0.86,Ubicacion_45,Accion_3
920,920,1,23:D6:DE:C8:00:39,PC,2024-01-01 13:23:53,192.168.0.199,Ubicacion_25,Accion_3
921,921,3,BA:50:FD:71:46:AC,PC,2024-01-01 01:31:19,192.168.0.188,Ubicacion_39,Accion_1
922,922,2,03:AD:2E:80:D9:E2,Tablet,2024-01-01 11:47:16,192.168.0.44,Ubicacion_4,Accion_3
923,923,2,0B:F1:FA:DD:85:71,Smartphone,2024-01-01 06:29:15,192.168.0.87,Ubicacion_1,Accion_2
924,924,1,3E:E5:51:E0:12:97,PC,2024-01-01 14:01:11,192.168.0.38,Ubicacion_28,Accion_3
925,925,1,5B:0F:5E:DE:DC:DA,PC,2024-01-01 05:14:04,192.168.0.72,Ubicacion_36,Accion_1
926,926,2,B6:46:13:5C:A0:FF,Smartphone,2024-01-01 08:50:11,192.168.0.58,Ubicacion_25,Accion_3
927,927,1,38:8E:65:54:05:D6,Smartphone,2024-01-01 10:29:15,192.168.0.169,Ubicacion_5,Accion_2
928,928,1,46:F4:9F:5D:BE:E9,Tablet,2024-01-01 09:36:12,192.168.0.168,Ubicacion_2,Accion_2
929,929,2,A2:87:5E:49:94:78,Smartphone,2024-01-01 09:22:22,192.168.0.68,Ubicacion_20,Accion_5
930,930,2,68:AB:C3:63:00:E6,Smartphone,2024-01-01 00:22:30,192.168.0.68,Ubicacion_17,Accion_2
931,931,1,9F:E9:26:91:A2:EF,Smartphone,2024-01-01 06:31:24,192.168.0.20,Ubicacion_36,Accion_4
932,932,3,7D:AE:8B:AD:86:84,PC,2024-01-01 16:18:37,192.168.0.174,Ubicacion_32,Accion_4
933,933,1,65:49:C0:60:3E:75,Tablet,2024-01-01 22:16:00,192.168.0.48,Ubicacion_18,Accion_1
934,934,1,81:E3:17:7B:62:31,Smartphone,2024-01-01 08:45:25,192.168.0.4,Ubicacion_11,Accion_5
935,935,3,A5:54:86:83:CC:C6,PC,2024-01-01 14:02:21,192.168.0.46,Ubicacion_36,Accion_3
936,936,2,8C:2F:BF:77:E1:B2,PC,2024-01-01 20:08:29,192.168.0.8,Ubicacion_50,Accion_3
937,937,2,7B:C7:BF:96:8C:B5,Smartphone,2024-01-01 01:02:29,192.168.0.24,Ubicacion_12,Accion_1
938,938,3,DB:AD:99:E1:FD:95,PC,2024-01-01 22:49:57,192.168.0.154,Ubicacion_2,Accion_2
939,939,3,F3:A4:0E:4D:C7:B2,PC,2024-01-01 04:59:01,192.168.0.247,Ubicacion_4,Accion_3
940,940,1,08:19:F3:FE:62:79,Tablet,2024-01-01 12:42:17,192.168.0.164,Ubicacion_5,Accion_2
941,941,1,F9:EB:BA:8D:5E:F8,PC,2024-01-01 19:59:45,192.168.0.15,Ubicacion_9,Accion_5
942,942,2,57:3F:17:84:03:4D,Tablet,2024-01-01 04:57:04,192.168.0.237,Ubicacion_43,Accion_5
943,943,1,C6:96:AA:72:04:64,Smartphone,2024-01-01 19:40:22,192.168.0.204,Ubicacion_9,Accion_2
944,944,1,84:A5:1D:E7:CD:C2,Smartphone,2024-01-01 01:30:44,192.168.0.230,Ubicacion_16,Accion_3
945,945,3,A0:2B:86:3A:B4:0D,Smartphone,2024-01-01 10:30:05,192.168.0.111,Ubicacion_2,Accion_4
946,946,3,0F:EF:15:2A:3A:17,PC,2024-01-01 07:20:06,192.168.0.248,Ubicacion_41,Accion_2
947,947,2,C1:39:AD:93:29:1C,Smartphone,2024-01-01 19:04:45,192.168.0.140,Ubicacion_3,Accion_1
948,948,2,00:82:D8:7E:C1:8C,Tablet,2024-01-01 16:13:35,192.168.0.173,Ubicacion_21,Accion_4
949,949,3,87:94:2A:DD:38:49,Smartphone,2024-01-01 21:35:43,192.168.0.49,Ubicacion_39,Accion_3
950,950,2,34:BA:45:1E:DA:2F,Tablet,2024-01-01 04:34:20,192.168.0.214,Ubicacion_44,Accion_4
951,951,3,68:8E:07:DB:A5:41,PC,2024-01-01 13:17:16,192.168.0.183,Ubicacion_26,Accion_1
952,952,3,F6:E9:66:11:77:25,Smartphone,2024-01-01 16:28:10,192.168.0.74,Ubicacion_20,Accion_4
953,953,3,14:00:22:D6:1A:D5,Tablet,2024-01-01 19:21:46,192.168.0.189,Ubicacion_1,Accion_1
954,954,3,64:0C:88:EC:04:96,Tablet,2024-01-01 21:58:33,192.168.0.7,Ubicacion_4,Accion_4
955,955,1,A8:52:3B:47:43:1C,Tablet,2024-01-01 12:46:12,192.168.0.239,Ubicacion_9,Accion_1
956,956,3,31:7E:B3:C8:CD:A8,Smartphone,2024-01-01 07:50:20,192.168.0.103,Ubicacion_48,Accion_1
957,957,1,87:49:B1:BA:50:80,PC,2024-01-01 00:16:45,192.168.0.102,Ubicacion_17,Accion_4
958,958,1,54:1D:AD:0C:F7:13,Tablet,2024-01-01 01:58:04,192.168.0.131,Ubicacion_8,Accion_1
959,959,2,84:48:74:8E:20:7B,Tablet,2024-01-01 12:17:40,192.168.0.139,Ubicacion_41,Accion_4
960,960,1,70:79:ED:AB:27:EE,Smartphone,2024-01-01 12:32:12,192.168.0.11,Ubicacion_44,Accion_3
961,961,1,F2:B1:F1:BC:50:12,Tablet,2024-01-01 11:42:21,192.168.0.44,Ubicacion_49,Accion_5
962,962,2,62:5E:63:BE:AC:FD,Tablet,2024-01-01 15:43:49,192.168.0.88,Ubicacion_1,Accion_2
963,963,2,79:D2:71:5E:F4:FF,Smartphone,2024-01-01 07:08:18,192.168.0.59,Ubicacion_15,Accion_4
964,964,1,DA:AC:59:A2:1D:E9,Smartphone,2024-01-01 02:38:35,192.168.0.155,Ubicacion_32,Accion_2
965,965,1,83:88:5A:6C:E1:67,PC,2024-01-01 18:25:45,192.168.0.90,Ubicacion_4,Accion_4
966,966,3,9D:BE:76:AA:D7:92,Smartphone,2024-01-01 23:37:30,192.168.0.189,Ubicacion_22,Accion_5
967,967,2,E0:B7:A8:57:B6:45,PC,2024-01-01 15:16:35,192.168.0.139,Ubicacion_34,Accion_5
968,968,2,12:49:13:2D:81:F5,Smartphone,2024-01-01 04:21:49,192.168.0.199,Ubicacion_29,Accion_1
969,969,1,C2:56:96:CF:83:DC,Tablet,2024-01-01 08:19:45,192.168.0.51,Ubicacion_34,Accion_1
970,970,1,99:51:31:C5:BF:84,PC,2024-01-01 19:21:27,192.168.0.27,Ubicacion_21,Accion_3
971,971,2,7B:07:CE:A9:3B:91,PC,2024-01-01 07:59:33,192.168.0.31,Ubicacion_15,Accion_5
972,972,1,07:BE:E9:5D:D0:20,PC,2024-01-01 22:02:12,192.168.0.113,Ubicacion_38,Accion_3
973,973,1,0C:4F:46:9F:D6:81,PC,2024-01-01 07:12:51,192.168.0.244,Ubicacion_49,Accion_3
974,974,2,A5:7B:00:9D:C5:A5,Tablet,2024-01-01 18:38:53,192.168.0.106,Ubicacion_33,Accion_3
975,975,2,DF:6A:24:CE:8B:3B,Smartphone,2024-01-01 17:36:14,192.168.0.192,Ubicacion_28,Accion_2
976,976,2,34:49:57:10:9E:8A,PC,2024-01-01 03:05:49,192.168.0.207,Ubicacion_13,Accion_3
977,977,1,A4:28:0C:CB:D4:30,Smartphone,2024-01-01 18:35:02,192.168.0.125,Ubicacion_23,Accion_4
978,978,1,59:AF:FF:22:AF:52,Tablet,2024-01-01 13:25:45,192.168.0.70,Ubicacion_29,Accion_1
979,979,3,56:F8:35:AC:3C:2A,Smartphone,2024-01-01 15:05:57,192.168.0.26,Ubicacion_4,Accion_4
980,980,1,0A:AE:E3:A1:C3:60,Smartphone,2024-01-01 13:25:54,192.168.0.37,Ubicacion_37,Accion_4
981,981,2,78:E9:01:64:93:8D,Smartphone,2024-01-01 07:50:28,192.168.0.61,Ubicacion_36,Accion_3
982,982,1,71:80:0A:57:A2:D6,Tablet,2024-01-01 07:14:05,192.168.0.197,Ubicacion_28,Accion_1
983,983,1,EF:86:EE:9F:03:B8,PC,2024-01-01 03:59:23,192.168.0.162,Ubicacion_44,Accion_4
984,984,2,05:11:70:6E:FF:CE,Smartphone,2024-01-01 02:42:34,192.168.0.230,Ubicacion_33,Accion_2
985,985,1,69:9B:E6:7D:CA:D5,Tablet,2024-01-01 10:42:53,192.168.0.194,Ubicacion_39,Accion_5
986,986,1,0F:04:05:2C:F5:1B,PC,2024-01-01 06:00:45,192.168.0.152,Ubicacion_21,Accion_2
987,987,2,A2:C1:99:9B:FE:03,Smartphone,2024-01-01 11:14:35,192.168.0.64,Ubicacion_27,Accion_5
988,988,3,CE:20:B5:1C:2C:A9,Smartphone,2024-01-01 14:28:04,192.168.0.145,Ubicacion_4,Accion_5
989,989,3,B8:EE:C9:94:D1:6B,Smartphone,2024-01-01 07:25:06,192.168.0.238,Ubicacion_41,Accion_2
990,990,1,86:BE:70:B2:FB:81,Smartphone,2024-01-01 19:51:51,192.168.0.93,Ubicacion_47,Accion_2
991,991,2,5D:32:8F:47:E8:FF,Smartphone,2024-01-01 22:08:15,192.168.0.13,Ubicacion_17,Accion_3
992,992,3,19:EC:BC:C9:36:5C,PC,2024-01-01 08:12:32,192.168.0.98,Ubicacion_40,Accion_4
993,993,1,D9:29:A1:67:DF:50,Tablet,2024-01-01 00:15:53,192.168.0.62,Ubicacion_18,Accion_5
994,994,3,23:33:ED:E0:6B:A3,PC,2024-01-01 05:50:15,192.168.0.227,Ubicacion_5,Accion_1
995,995,2,39:C7:4B:3B:C2:FB,Smartphone,2024-01-01 15:15:37,192.168.0.120,Ubicacion_21,Accion_2
996,996,2,7A:FC:DF:C5:14:12,Smartphone,2024-01-01 16:39:22,192.168.0.233,Ubicacion_5,Accion_3
997,997,2,86:14:C3:AD:85:15,Smartphone,2024-01-01 12:22:02,192.168.0.174,Ubicacion_48,Accion_4
998,998,2,94:44:3D:0D:13:20,Tablet,2024-01-01 01:24:16,192.168.0.27,Ubicacion_39,Accion_3
999,999,3,E9:BF:FB:24:E2:A5,Tablet,2024-01-01 06:06:47,192.168.0.169,Ubicacion_1,Accion_5
1000,1000,1,71:D1:C7:CE:AC:4E,Smartphone,2024-01-01 17:02:31,192.168.0.96,Ubicacion_3,Accion_2
