Descripcion_tarea,Puesto_trabajo,Cond_operacional,Id_tarea,Id_actividad,id_tarea,id_actividad
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,96,167,969,173
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,metas anuales,99,262,970,174
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,Tareas diarias,50,289,971,174
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,Tareas diarias,75,192,972,174
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,responsabilidades habituales,185,28,973,174
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,responsabilidades habituales,123,126,974,174
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,asignaciones regulares,267,169,975,174
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,responsabilidades habituales,50,114,976,174
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,asignaciones regulares,203,27,977,174
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,110,156,978,174
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,metas anuales,75,119,979,175
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,asignaciones regulares,269,16,980,175
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,Tareas diarias,269,216,981,175
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,recados semanales,284,237,982,175
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,recados semanales,107,80,983,175
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,metas anuales,113,167,984,175
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,asignaciones regulares,269,41,985,175
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,asignaciones regulares,76,291,986,175
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,126,273,987,175
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,obligaciones frecuentes,190,123,988,176
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,recados semanales,276,65,989,176
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,deberes ocasionales,29,292,990,176
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,metas anuales,120,205,991,176
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,asignaciones regulares,234,276,992,177
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,obligaciones frecuentes,41,127,993,177
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,responsabilidades habituales,133,294,994,177
Probar los sistemas de deteccion de gases para verificar su precision,Coordinador de Mantenimiento,metas anuales,33,238,995,177
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,metas anuales,86,18,996,177
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,responsabilidades habituales,172,57,997,178
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,Tareas diarias,220,245,998,178
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,recados semanales,205,254,999,178
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,metas anuales,120,270,1000,178
